f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,target
19563,B,-638,-4410,-2457,23870,-310,F,4824,A,-329,A,6299,-20728,1021,4624,3036,-34,6476,B,F,,-5384,A,15179,G,A,17568,-7266,-34725,181,-7510,4872,I,,A,-11175,57175,1137,-942,J,J,E,-9964,685,P,A,-605,4021,3691,-22377,46,-1913,-60460,-12016,-14478,705,-8172,760,-43358,-27015,-13022,-5011,B,3279,572,-11795,-207,A,D,55
-14080,A,673,2979,1635,-16980,-35,A,-3416,A,499,K,-4577,14997,-1070,-3466,-2121,-186,-4483,B,G,E,4189,A,-11115,N,B,,5668,25161,341,5767,-3308,H,11749,C,7733,-41328,-612,502,D,E,A,7326,-437,C,B,420,-3013,-2588,16151,12,1194,43504,8275,10537,-649,6166,-511,31256,19097,,3591,A,-2312,-318,8514,-232,I,B,55
2487,I,,,-400,3001,-16,C,431,A,-36,L,673,-2640,42,317,591,-187,813,B,F,E,-656,A,2020,A,E,2255,-797,-4509,-187,-894,596,H,-2236,A,-1667,7164,137,80,B,L,G,-1463,327,E,B,-170,444,798,-2995,293,,-7897,-1177,-1977,242,-1145,124,-5724,-3577,-1826,-783,A,499,-61,-1504,-216,J,M,55
1451,I,-193,-426,-411,1808,97,C,284,A,-229,L,382,-1470,-14,188,269,-250,456,B,I,E,-190,A,997,A,A,1399,-373,-2593,292,-449,445,H,-1352,A,-827,4186,185,-96,B,L,G,-719,42,E,B,-31,57,395,-1611,137,-216,-4727,-976,,94,-356,-44,-3168,-2375,-947,,A,139,-38,-706,-99,J,M,55
-12912,A,529,2914,1699,-15574,-10,A,-3152,A,298,H,-4189,13870,-777,-3044,-1918,-100,-4220,B,A,E,3918,,-10350,N,B,-11745,5257,23279,555,5185,-2972,H,10665,A,,-38251,-576,226,D,E,,6615,-508,L,B,338,-2857,-2492,14936,-21,887,40154,7607,9768,-378,5785,-513,28844,17831,8815,3505,A,-2103,-192,8026,-73,I,,55
-10855,I,271,2484,1251,-13040,-62,E,-2665,A,191,H,-3354,11506,-451,-2462,-1652,-118,-3502,B,F,E,3249,A,-8381,N,,-9955,4182,19649,-13,4180,-2759,H,9022,A,6223,-31616,-628,549,B,E,A,5644,-367,,,266,-2222,-1933,12361,-290,788,33647,6908,7810,-443,4561,-480,24096,14945,7302,2670,A,-1755,-164,6599,-75,I,P,56
29404,H,-1138,-6387,-3656,35845,14,F,7460,C,-702,D,9666,-31269,1956,6964,4727,20,,,I,A,-8372,A,23061,G,G,26545,-11665,-52745,-623,-11412,7140,E,-24768,A,-16416,86851,1667,-1181,F,A,E,-15083,940,,A,-916,6015,5426,-33736,98,,-91156,-17428,-22117,1355,-12309,1186,-65756,-40286,-20011,-7659,B,,762,-17877,-134,H,I,56
-29673,K,1103,6453,3693,-36221,-75,E,-7300,B,780,M,-9571,31768,-1898,-7060,-4502,-419,-9440,D,F,E,8869,A,-23505,P,B,-27015,12089,53258,509,11949,-7225,A,24852,C,16497,-87380,-1565,1144,G,D,A,15109,-1107,B,B,898,,-5361,34222,1,2162,92164,17849,22008,,12823,-1095,66466,40678,20280,7480,A,-4858,-765,18009,,C,E,56
24686,H,-825,-5184,-3099,29938,-244,F,6056,A,-624,D,8018,-26053,1370,5555,3695,-1,8080,B,I,,-6865,A,19120,G,A,21995,-9508,-43835,-212,-9811,6025,,-20740,A,-13830,72206,1307,-1009,F,J,E,-12649,855,P,A,-820,4968,4639,-28154,66,-2214,-76215,-14798,-18246,1089,-10308,850,-54702,-33680,-16392,-6357,B,4023,501,-14991,-190,A,I,56
-30102,K,978,6700,3635,-36449,-63,E,-7381,B,704,M,,32131,-2028,-6929,-4710,-176,-10005,D,D,E,8988,A,-24258,P,B,-27655,12729,54341,889,12072,-7207,A,25289,C,16786,-89319,-1398,932,G,,A,15446,-1099,B,B,908,-6380,-5785,34702,-143,2333,94012,17687,22880,-1107,13016,-1175,67498,41388,20688,8062,A,-5164,-766,18626,-39,C,E,56
-36872,K,1353,8160,4426,-44460,-103,E,-9100,B,1056,M,-11735,39287,,-8600,-5560,-392,-12021,D,D,C,10963,A,-29123,H,E,-33370,15225,66089,1066,14489,-8703,G,30649,C,20579,-108570,,1374,G,H,C,18821,-1296,J,B,1124,-7814,-6931,42279,,2856,114065,21532,27727,-1404,15915,-1539,82070,50447,24954,9657,D,-6168,-909,22410,-282,C,N,56
-22781,A,740,5232,2582,-27446,64,E,-5626,B,537,K,-7180,24095,-2031,-5538,-3298,-191,-7360,D,I,E,7153,A,-18333,J,A,-20797,9460,40634,909,9164,-5028,A,18674,C,12461,-67601,-1000,796,D,D,A,11697,-886,C,B,713,-5130,-4332,26383,83,1716,70785,13180,17456,-1048,10003,-861,50901,30776,,6110,A,-3933,-477,13946,-70,I,B,56
28670,H,-1329,-6221,-3559,34914,16,F,,C,-733,D,9365,-30551,2092,6747,4261,-52,9512,A,F,A,-8212,A,22897,G,G,26188,-11668,-51648,-1194,-11319,6807,E,-24099,D,-15800,85110,1292,-732,F,A,E,-14856,879,P,A,-900,,5384,-33168,165,-2396,-89455,-16383,-21940,1411,-12375,1134,,-39081,-19416,,B,4876,736,-17521,-315,H,I,56
24782,H,-962,-5359,-3010,30017,-7,F,5991,A,-618,D,7945,-26235,1453,5930,3944,130,7960,B,G,A,,A,19248,G,G,21974,-9427,-44143,-239,-9736,6066,E,-20811,A,-13919,72596,1585,-1048,F,J,,-12774,726,P,A,-797,5258,4509,-28277,41,-2143,-76382,-15115,-18151,,-10445,1018,-54873,-33865,-16438,-6256,B,3947,514,-14959,114,A,I,56
-31546,K,1351,6950,3880,-38097,22,E,-7698,,737,M,-10311,33478,-2199,,-4876,-163,-10335,,F,E,9278,A,-24802,P,E,-28558,12970,56088,945,12531,-7323,A,26319,C,17328,-92855,-1554,879,,D,C,15987,-1204,B,B,897,-6892,-5726,36012,-46,2542,97266,18185,23626,-1358,13595,-1242,70005,42763,21279,8305,A,,-872,18978,100,C,E,56
-43473,K,1562,9586,5404,-52800,-72,D,-10761,B,1086,F,-13945,46352,-2813,-10064,-6615,-226,-14015,D,D,C,12718,B,-34616,H,E,-39471,17865,78039,,17344,-10372,G,36234,C,24158,-128257,-2396,1458,G,H,C,22443,-1611,J,B,1158,-9225,-8321,50016,-280,3409,135104,25340,32897,-2006,18692,-1440,,59499,29495,11451,D,-7050,-1124,26732,-3,B,N,56
-32518,K,1205,7311,4002,-39674,-17,E,-8032,B,832,M,-10604,34909,-1839,-7785,-4928,-482,-10718,D,I,C,9616,A,-25442,P,E,-29504,12801,58431,328,12784,-7927,A,27416,A,18546,-95896,-1951,1432,G,H,C,16670,-1092,B,B,952,-6870,-6136,37545,-44,2475,100818,20086,23971,-1199,13828,-1094,72410,44691,22062,,D,-5257,-809,20081,-159,C,E,56
-27955,A,903,6162,3448,-34078,-19,E,-6826,B,897,K,-9061,29441,-1546,-6644,-4126,-532,-8997,D,D,E,8051,A,-21626,P,B,-24845,10921,49537,294,10861,,A,23208,A,15574,-81668,-1714,1272,D,D,A,14142,,B,B,911,-5679,-5034,31902,,2040,86037,17160,20347,-1225,12046,-912,61892,38221,18853,7321,A,-4642,-658,16861,-223,C,E,56
-23347,A,849,5126,2873,-28459,72,E,-5785,B,,K,-7581,25186,-1547,-5237,-3671,-175,-7805,D,D,E,6983,A,-19042,P,A,-21158,9906,42308,652,9363,-5374,A,19543,C,13071,-69361,-1144,673,D,D,A,12114,-722,C,B,664,-4793,-4488,26992,-301,1722,73094,14020,17746,,10210,-919,52409,32323,16012,6197,A,-3886,-771,14324,-23,I,B,56
,B,-367,-1554,-991,8478,55,C,1693,A,-116,L,2231,,340,1246,1040,-108,2150,B,M,A,-1716,A,5478,B,G,6185,-2608,-12692,240,-2632,1911,I,-6021,C,-4055,20411,421,-193,J,L,G,-3578,196,E,A,,1476,1364,-8030,308,-683,-21726,-4323,-5011,372,-2872,257,-15448,-9770,-4850,-1788,B,1057,110,-4081,-213,D,M,56
-3932,,109,855,473,-4712,-238,A,-884,A,344,H,,4173,-398,-1079,-529,,-1089,B,F,E,1411,A,-3131,N,B,-3357,1780,6755,340,1591,-818,H,3155,A,2019,-11433,-213,64,B,E,G,1752,-187,L,B,274,-880,-737,4577,95,296,11811,,3142,-67,1806,-121,8649,5099,2861,805,,-552,-23,2478,62,J,P,56
-52708,C,1990,11409,6538,-63768,-140,D,-13318,B,1332,N,-16979,56091,-3683,-12279,-8088,-125,-17141,D,D,C,15573,B,-42004,E,B,-47946,21512,94348,1727,20862,-12448,G,43925,B,29282,-155516,-2646,1824,K,I,C,26912,-1948,A,B,1626,-11007,-9900,60517,-187,4261,163627,30915,39645,-2400,22768,-2147,117429,71684,35796,13805,D,,-1483,32118,-25,M,F,56
-36034,K,1149,7945,4409,-43478,45,E,-8928,B,920,M,-11521,38403,-2165,-8364,-5516,-484,-11705,D,I,C,10581,A,-28678,P,,,14560,64606,776,14312,-8519,A,29872,C,20108,-106274,-2039,1261,G,H,C,18690,-988,J,B,1052,-7715,-6899,41456,-245,2712,111759,21666,26931,-1396,15433,-1231,80512,49409,24546,9275,D,-5933,-957,22143,-41,B,N,56
21611,H,-818,-4662,-2814,26087,-134,F,5307,A,-622,A,7082,-22775,1530,5470,3271,14,6847,B,F,A,-6031,A,,G,A,19179,-8120,,-276,-8404,4956,I,-18148,A,-11773,63490,1117,-821,F,J,,-11011,674,G,A,-711,4676,3898,-24610,-121,-1981,-66201,-12751,-15953,1099,-9033,807,-47610,-29013,-14300,-5338,B,,594,-12979,-237,A,I,56
2258,I,113,-579,-368,2664,-107,C,521,A,97,L,773,-2004,303,735,216,-180,730,B,G,E,-334,A,,A,A,1793,-594,-3303,-157,-726,552,H,-1931,A,-1166,6291,-88,78,B,L,G,-1171,61,E,A,-17,441,158,-2311,-185,-410,-6113,-893,-1560,177,-907,13,-4430,-2254,-1238,-407,A,229,-90,-1137,-129,D,M,56
-19508,A,567,4313,2227,-23520,-27,A,-4796,B,580,K,-6384,20647,-1292,-4540,,-362,-6132,D,G,E,5714,A,-15308,J,E,-17730,7930,34740,501,7762,-4113,A,15994,C,10937,-57252,-822,599,D,D,A,9711,-611,C,B,610,-4114,-3412,,-18,1229,59826,11483,14523,-750,8549,-646,43239,26167,13145,5108,A,-3217,,11859,-82,I,,56
26561,H,-1046,,-3289,32080,-179,F,6748,C,-803,D,8517,-28145,1419,,4162,-128,8785,A,C,A,,A,20923,G,G,24060,-10366,-47554,-423,-10377,6588,E,-22607,A,-14803,78237,1498,-916,,J,E,-13639,977,P,A,-696,5593,5148,-30429,10,-2395,-82624,-15909,-19803,1349,-11171,772,-59195,-36590,-18071,-6961,B,4404,646,-16293,-155,H,I,56
9979,B,-531,-2187,-1390,12107,-19,C,,A,-330,A,3299,-10357,675,2724,1608,-176,3464,B,F,A,-2554,A,7806,B,G,8800,-3534,-17359,-35,-3761,2265,I,,A,-5719,29400,,-425,J,L,G,-4856,340,G,A,-101,,1674,,-153,-1307,-30758,-6089,-7177,488,-4182,270,-21931,-13438,-6577,-2425,B,1744,235,,-8,D,D,56
43331,E,-1650,-9439,-5531,52328,-223,B,10919,C,-1099,O,13922,-45791,,10286,6603,-10,14076,A,G,D,-12308,A,33989,L,C,38846,-17006,-76979,-844,-16917,,E,-36174,A,,127339,2271,-1561,E,K,F,-21988,1481,D,A,-1523,8993,7954,-49413,-95,-3984,-133466,-25706,-32119,2065,-18361,1421,-96242,-59049,-29225,-11214,E,7122,1053,-26127,-295,K,O,56
452,I,-253,-99,-8,761,11,C,347,A,-156,,220,-650,-64,-32,63,-344,311,B,G,E,104,A,394,A,A,528,-44,-1229,-67,-12,404,H,,A,-362,1632,-17,-67,B,L,G,-406,201,E,B,,-15,201,-424,351,-323,-1954,-338,-628,128,-78,-28,-1434,-1074,-271,-310,A,199,96,-384,-303,D,M,56
,B,-726,-3720,-2205,21381,-362,C,4608,A,-465,A,5905,-18659,1489,4319,2653,11,5772,B,A,A,-4929,,14213,G,B,16086,-7082,-31614,-444,-6972,4277,I,-15029,A,-9754,52531,924,-471,J,J,E,-8983,756,G,A,-600,3600,3308,-20256,-28,-1682,-54911,-10145,-13437,824,-7628,679,-39503,-23959,-11866,-4614,B,2952,449,-10651,-267,D,D,56
-23517,A,837,5363,2814,,-22,E,,B,620,K,-7662,25563,,,,-155,-7866,D,,E,7075,A,-19012,J,E,-21683,9922,42940,794,9482,-5702,A,19897,C,13175,-70622,-1061,586,D,D,A,12482,-871,C,B,550,-5029,-4507,27621,-191,1906,74467,13902,18089,-1000,10358,-895,53485,32818,16431,,A,-3862,-602,14681,34,C,B,56
1643,I,-28,-372,-313,2206,-33,C,625,A,-164,,567,,-293,289,276,-1,512,B,D,E,-315,A,810,A,G,1413,-234,-3032,407,-535,551,H,-1801,,-1248,4625,230,-284,B,E,G,-1029,-42,E,A,32,116,307,-1817,248,-346,-5245,-1324,-1003,110,-451,-5,-3637,-2613,-937,-203,A,339,66,-983,-152,J,M,56
4575,B,-290,-940,-523,5598,-71,C,997,A,-238,L,1377,-4690,-183,746,663,30,1545,B,E,A,-926,A,3372,A,G,3667,-1449,-8089,,-1596,1490,I,-4043,C,-2667,12646,457,-369,B,L,G,-2396,166,E,A,,770,1001,-5071,116,-545,-13838,-3103,-3045,235,-1379,118,-9833,-6528,-2914,-1108,B,662,348,-2592,-37,D,M,56
26640,H,-977,-5833,-3384,32548,-113,F,6723,C,-729,D,8532,-28431,1450,5952,,47,8620,A,F,A,-7508,A,21237,G,G,24255,-10666,-48084,-550,-10269,6531,E,-22515,A,-14885,78928,1532,-698,F,A,E,-13720,1001,P,A,-606,5646,,,258,-2540,-83372,,-20072,1197,-11212,1080,-59775,-37010,-18241,-7084,B,4597,538,-16343,-89,H,I,56
-16321,A,688,3499,,-19838,-258,A,-4013,A,223,K,-5136,17363,-1291,-3838,-2536,-235,,B,A,E,5091,A,-13365,J,A,-15028,7162,29473,751,6496,-3660,H,13593,C,8852,,-750,287,D,E,A,8342,-610,C,B,372,-3537,-3130,19084,-108,995,51023,9359,12581,-617,7253,,36838,22221,11148,4322,A,-2885,-488,10042,-274,I,B,56
-27204,A,1041,6144,3237,-33082,-124,E,-6882,B,670,K,-8816,29268,-2014,-6034,-4200,-224,-8913,D,I,E,8143,A,-21768,P,B,-24953,11666,49283,983,11196,-6500,A,22821,C,15021,-80823,-1264,629,G,D,A,14078,-1119,B,B,769,-5789,-5291,31530,-127,1897,85009,15756,20703,-1267,11965,-1120,61158,37545,,7191,A,-4576,,16776,-156,I,E,56
-13022,A,331,2892,1582,-15845,-72,A,-3103,A,,,-4076,13874,-707,-2941,-1963,-358,-4244,B,C,E,4126,A,-10232,J,B,-11854,,23666,,5317,-3090,H,10635,C,7510,-38250,-699,469,D,E,A,6805,-398,C,B,317,-2555,-2358,14957,-198,849,40628,8221,9542,-555,5852,-642,29126,18134,9087,3409,A,-2124,-192,8148,-184,I,P,56
-11150,I,245,,1418,-13642,-75,A,-2467,A,118,H,,11929,-327,-2301,-1688,-315,-3474,B,G,E,3346,A,-8570,N,E,-10152,4383,,-209,4434,,H,9244,A,6467,-32574,-758,374,B,E,A,5529,-324,L,B,136,-2330,-2087,12812,40,543,34468,7416,8004,-478,4764,-251,24771,15773,7575,2954,A,-1724,-145,6929,-320,J,P,56
-598,,67,137,118,-356,-98,C,11,A,-129,L,-81,499,-390,-101,105,-71,-320,B,I,E,377,A,-525,A,A,-476,672,696,441,,-23,H,278,C,14,-1844,128,-310,B,E,G,245,-60,E,,,-260,-165,751,29,-282,1694,-114,583,13,677,55,1268,501,379,344,A,-123,-55,247,85,J,M,56
-32556,K,1249,7142,4021,-39299,-111,E,,B,919,,-10362,34678,-2089,-7671,-5085,-385,-10402,D,I,C,9703,A,-25523,P,E,-29441,13019,58270,,12916,,A,26948,C,18226,-95414,-1675,1339,G,H,C,16637,-918,B,B,931,-6908,-5916,37142,22,2458,100475,19447,24199,-1205,13864,-1071,72203,44242,21982,8473,D,-5295,-576,19788,-114,B,E,56
19059,B,-931,-4182,-2655,23241,3,C,4684,A,-338,D,6158,-20328,1304,4393,3203,-220,6194,B,I,A,-5233,A,15237,B,G,,-7564,-34197,-649,-7511,4685,I,-16114,A,,56429,872,-626,J,,E,-9961,791,P,,-557,4026,3919,-21854,248,-1988,-59326,-11101,-14646,973,-8186,774,-42751,-26111,-12960,,B,3176,477,-11527,-271,A,D,56
-44722,K,1655,9801,5562,-54062,53,E,-11014,B,957,F,-14494,47617,-3305,-10611,-6857,-341,-14426,,D,C,13122,B,-35595,H,E,,18223,79968,1450,17808,-10418,G,37252,B,24673,-132071,-2168,1557,K,,C,22782,-1686,J,B,1287,-9531,-8366,51361,27,3454,138377,26037,,-2132,19266,-1712,99776,60748,30216,11482,D,-7247,-1134,27472,-179,B,N,56
20530,H,-874,-4642,-2742,25182,125,F,,A,-614,A,6685,-22019,912,4741,3201,80,6897,B,G,A,-5743,A,15931,G,A,18757,,-37014,-0,-8241,5159,I,-17582,C,-11838,60409,1513,-989,J,J,E,-10811,658,P,A,-692,4176,3973,-23673,192,-1918,-63926,,-15363,922,-8739,711,-45809,-28729,-14159,-5390,B,3553,465,-12726,-27,A,,56
-16414,A,538,3804,2045,-20018,65,A,-4016,A,428,K,-5419,17800,-1333,-3958,,-214,-5403,B,G,E,5107,A,-13307,N,B,-15006,6862,29424,901,6541,-3877,H,13732,C,9030,-48792,-791,538,D,E,A,8478,-702,C,B,605,-3547,-2960,19159,-66,1149,51157,9475,12492,-632,7405,-649,37065,22270,11019,4222,,-2970,-356,10316,-261,I,B,56
-16394,A,687,3626,2039,-19915,,A,,A,315,,-5322,17495,-1376,-3898,-2598,-204,-5321,,I,E,5000,A,-13249,N,A,-14906,6989,29511,660,6577,-3768,H,13536,C,9101,-48918,,502,D,D,A,8313,-484,L,B,548,-3541,-2938,19051,-261,1082,51056,9552,12507,-752,7129,-563,36749,22474,11238,4254,A,-2762,-415,10225,-226,I,B,56
3950,B,-57,-664,-727,4727,12,C,952,A,-267,,1279,-4018,-127,709,685,27,1126,B,F,E,-774,A,2667,A,A,3194,-969,-6761,394,-1314,1190,I,-3229,A,-2296,10777,459,-279,B,L,G,-1999,252,E,A,-140,737,880,,-5,-378,-11620,-2892,-2476,192,-1243,196,-8440,-5608,-2452,-878,B,474,65,-2380,33,J,,56
-6770,I,104,1700,876,-8384,-0,,-1460,A,377,H,-2348,7095,-429,-1903,-1113,-369,-2026,B,I,E,2124,A,-4967,N,A,-5996,2624,11856,-176,2533,-1557,H,5398,A,,-19442,-393,334,B,E,G,3383,-130,L,B,374,-1428,-965,7621,273,204,20492,4479,4767,-119,2745,-173,14867,9156,4357,,A,-1056,-41,4101,,J,P,56
-56942,C,2147,12679,7391,-68973,125,D,-14220,B,1560,N,-18360,,-3782,-13452,-8762,-651,-18453,D,G,C,16664,B,-44876,E,F,-51529,22922,101985,1277,22667,-13516,F,47587,B,31693,-167971,-2896,1857,K,I,D,29164,-1834,A,B,1770,-12065,-10525,65478,56,4384,176392,33905,42584,-2516,24485,-2003,127178,,38556,14670,D,-9323,-1448,34861,-175,M,,56
22340,H,-852,-4797,-3004,27329,-59,F,5680,A,-701,D,7198,-23755,1186,5057,3505,100,7138,B,F,A,-6176,A,17559,G,A,20078,-8632,-40443,-109,-8462,5688,I,-19035,C,-12762,65813,1378,-1024,F,J,E,-11644,523,P,A,-783,4518,4087,-25809,79,-2188,-69685,-13802,-16528,957,-9385,709,-49878,-31063,-15019,-5692,B,3753,708,-13452,45,A,I,56
1610,I,-87,-259,-416,2059,-199,C,632,A,-144,L,789,-1643,368,714,239,-348,514,B,G,E,-227,A,1635,A,A,1475,-421,-2507,,-447,473,H,-1640,A,-813,5124,-181,148,B,E,G,-629,189,E,B,,366,343,-1886,-269,-536,-4990,-358,-1545,260,,132,-3597,-1789,-889,-378,A,370,2,-1039,-487,D,M,56
2231,I,-44,-387,-475,2830,-44,C,402,A,-100,L,746,-1979,-218,4,393,20,604,B,F,E,-255,A,1285,A,A,1606,-442,-3849,285,-648,,H,-2008,C,-1407,5672,292,-208,B,E,G,-1180,259,E,B,33,322,475,-2428,234,-482,-6518,-1714,-1405,190,-645,,-4489,-3197,-1321,-475,A,361,124,-983,-5,D,M,56
19803,H,-940,-4440,-2426,24356,-62,F,5094,A,-580,D,6448,-21181,1278,4450,3062,-122,6708,B,I,A,-5650,A,15952,G,G,18015,-7926,-35908,-434,-7791,4946,I,-16712,A,-11047,59026,993,-562,J,J,,-10213,680,P,A,-727,4215,3888,-22816,156,-2022,-62176,-11662,-15138,1159,,732,-44673,-27454,-13674,-5436,B,3357,486,-12187,-266,A,D,56
19035,B,-751,-3980,-2435,22892,49,F,4541,A,-536,A,6326,-19975,,4426,2810,94,6153,B,I,A,-5222,A,14341,G,G,16771,-7108,-33233,-107,-7255,4495,I,-15995,A,-10664,55264,1066,-827,J,J,E,-9411,591,G,A,-660,3988,3314,-21528,-16,-1918,-57891,-11463,-13723,1044,-7845,711,-41879,-25760,-12630,-4918,B,2864,542,-11384,43,A,D,56
9477,B,-483,-2000,-1269,11568,115,C,2207,,-138,A,3133,-10224,363,2031,1382,-331,3044,B,G,,-2601,A,7491,B,A,8491,-3753,-16880,-272,-3748,2501,I,-8049,A,-5104,28095,430,-320,J,L,G,-4898,381,G,A,-407,2073,1730,-10939,64,-922,-29699,-5497,-7444,,-3992,436,-21297,-13309,-6596,-2590,B,1690,174,-5784,-278,D,D,56
-2832,I,-75,694,330,,138,C,-643,A,138,L,-884,2844,-362,-764,-441,-349,-730,B,C,E,1038,A,-2124,N,B,-2475,1461,,162,1308,-459,,,A,1490,-7856,-107,91,B,E,G,1331,-192,E,B,,-713,-486,3119,165,-96,8071,1285,1999,292,1301,26,5904,,2033,541,A,-506,-59,1778,40,J,P,56
30007,H,-1230,-6523,-3959,36288,-117,F,7428,C,-800,D,9765,-31759,1821,7194,4684,34,9625,A,I,A,-8346,A,23592,G,A,26780,-11680,-52942,-618,-11501,7176,,-25078,A,-16633,87643,1479,-1165,F,A,E,-15249,945,P,A,-876,6339,5615,-33965,43,-2873,-92086,-17510,-22209,1270,-12449,996,,-40656,-20104,-7683,B,4716,649,-18009,-345,H,I,56
33559,H,-1285,-7360,-4300,40710,-161,F,8278,C,-987,D,10906,-35721,1726,7893,5037,74,10731,A,F,A,-9550,A,26283,K,G,30164,-13111,-59759,-379,-12897,8070,E,-28182,A,-18856,98407,,-1293,F,A,E,-17331,988,D,A,-1031,7054,6169,-38376,,-3050,-103545,-20306,-24816,1432,-14168,1068,-74599,-45952,-22537,-8583,B,5563,939,-20328,-144,,O,56
5625,B,-186,-1170,-751,6839,-205,C,1256,A,-165,L,1889,-5747,247,1332,856,165,1671,B,I,A,-1481,A,4093,A,A,4653,-1911,-9689,384,-1908,1428,I,-4758,C,-3103,15980,630,-437,J,L,G,-2908,174,E,A,-112,,1049,-6222,4,-882,-17008,-3619,-3903,292,-2112,194,-12101,-7633,-3715,-1377,B,736,113,-3146,70,D,M,56
18587,B,-929,-4031,-2250,22670,-27,F,4735,,-302,A,6022,-19791,1465,4544,2938,-132,5977,B,D,A,-4988,A,14729,G,A,16781,-7183,-33059,,-7191,4543,I,-15873,A,-10289,54922,791,-741,J,J,E,-9343,453,G,A,-608,4018,3510,-21593,-140,-1787,-57507,-10958,-13918,,-7852,628,-41611,-25257,-12292,-4698,B,3045,472,-11107,-45,A,D,56
13292,B,-523,-2911,-1678,16164,-256,,3319,A,-355,A,4377,-14227,697,3115,2180,37,4320,B,D,A,-3470,A,10346,B,G,11877,-5099,-23791,-139,-5074,3278,I,-11311,C,-7336,38980,808,-612,J,J,G,-6904,415,G,,-320,2772,2521,,196,-1406,-41183,-8105,-9768,563,-5436,469,-29531,-18236,-8882,-3497,B,2183,450,-8066,-268,A,D,56
-10235,I,342,2472,1114,-12596,-175,A,-2472,A,401,H,-3272,10999,-500,-2083,-1577,-175,-3461,B,F,E,3167,A,-8090,N,A,-9633,4641,18902,341,4115,-2625,,8536,A,5657,-30102,-587,329,B,E,A,,,L,B,291,-2180,,11812,-222,699,32097,6203,7756,-400,4563,-697,23036,14258,7000,2962,A,-1592,-313,6244,-91,J,P,56
43648,E,-1664,-9414,-5476,53240,-115,F,11064,C,-1085,G,14107,-46681,2862,10111,6758,-31,14211,A,E,D,-12418,A,34821,L,C,39605,-17593,-78597,-924,-17060,10640,E,-36780,D,-24373,129234,2418,-1356,E,K,F,-22725,1482,O,A,-1189,9035,8441,-50169,258,-4036,-136112,-25878,-32841,2174,-18661,1655,-97783,-60256,-29718,-11495,E,7298,1065,-26773,-224,K,L,56
23371,H,-953,-5314,-3087,28700,14,F,5879,A,-752,D,7464,-25285,1477,5196,3657,-7,7807,B,F,A,-6385,A,18822,G,G,21674,-9623,-42529,-713,-9245,,E,,A,-12863,69906,1212,,F,J,E,-12224,912,P,A,-808,4833,4659,-27221,288,-2142,-73786,-13705,-17883,1028,-10147,911,-52930,-32650,,-6220,B,4097,704,-14408,-372,A,I,56
13331,B,-415,-2949,-1724,16388,-323,C,3492,A,-248,A,4338,-14075,846,3494,1980,-246,4420,B,G,A,-3767,A,10771,B,A,11936,-5343,-23880,-414,-5044,3232,I,-11347,A,-7460,,613,,J,L,G,-6822,511,G,A,-406,2572,,-15431,,-1581,,-7623,-10240,645,-5622,545,-30083,-18259,-9119,-3500,B,2160,230,-8204,-386,A,D,56
-28529,A,866,6293,3473,-34550,-71,E,,B,792,M,-9091,30372,-1849,-6620,-4425,-451,-9250,D,D,E,8541,A,-22621,J,B,-25920,,51508,641,11191,-6695,,23706,A,,-84255,-1505,1000,G,D,A,14716,-1044,B,B,999,-6191,-5399,33057,-311,1944,88752,17082,21455,-1281,12466,-1071,63795,39009,19227,7623,A,-4676,-683,17566,-66,I,E,56
-9607,I,217,2206,1235,-11562,-78,A,-2522,A,298,H,-2945,10263,-655,-2231,-1489,-442,-2868,B,D,E,2899,A,-7295,N,B,-8692,3800,16941,87,3835,-2099,H,7610,C,5293,-28048,-615,320,B,E,A,4896,-213,L,B,,-2100,-1690,10955,-98,334,29342,,6806,-231,4291,-430,21229,12836,6437,2395,A,-1397,-177,5879,-311,I,P,56
-8476,I,195,2019,966,-10186,-139,A,-2241,A,327,H,,9018,-567,-1895,-1400,-74,,B,F,E,2679,A,-6967,N,B,-7756,3765,15353,557,3358,-2006,H,,A,4436,-25024,-471,107,B,E,A,4485,-285,L,B,280,-1792,-1727,9835,-70,383,26423,4877,6592,-504,3857,-450,19082,11453,5970,2553,A,-1250,-387,5121,-98,J,P,56
-13152,A,531,2819,1535,-16083,-110,A,-3164,A,,H,-4114,14214,-728,-3006,-2099,-314,-4226,,E,E,3993,A,-10151,N,A,-11968,5430,23691,58,5199,-2982,H,10974,C,7326,-38693,-656,696,D,E,A,6609,-404,C,,456,-2906,-2397,15152,-77,591,40820,8335,9624,-363,5571,-402,29267,18259,9094,3412,A,-2093,-354,8125,-312,I,P,56
15592,,-682,,-1962,19021,24,,4159,A,-434,A,4972,-16738,822,3525,2372,-139,5056,B,F,A,-4235,A,12413,B,G,14112,-6267,-28052,-437,-6190,3903,I,-13350,A,-8575,46068,796,-480,J,J,E,-8063,480,G,A,-437,3340,3191,-17922,176,-1476,-48665,-8763,-12026,916,-6767,443,-34919,-21413,-10685,-4207,B,2621,548,-9544,-220,A,D,56
